TR10624-5	Cryoglobulin Characterization	Immunology
TR10625-2	Cryoglobulins Screen	Immunology
TR10626-0	GM 2 Antibodies	Immunology
TR10627-8	GT1b Antibodies	Immunology
TR10628-6	Asialoganglioside GM1 Antibodies	Immunology
TR10629-4	Ganglioside GD1a Antibodies	Immunology
TR10630-2	Ganglioside GD1b Antibodies	Immunology
TR10631-0	Ganglioside GQ1a Antibodies	Immunology
TR10632-8	GM 1 Antibodies	Immunology
TR10633-6	Beta 2-Glycoprotein Antibodies	Immunology
TR10634-4	Cardiac Muscle Antibodies	Immunology
TR10635-1	Centromere Antibodies	Immunology
TR10636-9	DNA ds Antibodies	Immunology
TR10637-7	DNA ss Antibodies	Immunology
TR10638-5	Endomysium Antibodies	Immunology
TR10639-3	Extractable Nuclear Antibodies Screen	Immunology
TR10640-1	Gliadin Antibodies	Immunology
TR10641-9	Glomerular Basement Membrane Antibodies	Immunology
TR10642-7	Glutamate Decarboxylase Antibodies	Immunology
TR10643-5	Histone Antibodies	Immunology
TR10644-3	Insulin Antibodies	Immunology
TR10645-0	Intrinsic Factor Antibodies	Immunology
TR10646-8	Jo-1 Extractable Nuclear Antibodies	Immunology
TR10647-6	Liver Kidney Microsomal Antibodies	Immunology
TR10648-4	Mitochondrial Antibodies	Immunology
TR10649-2	Myelin Associated Glycoprotein Antibodies	Immunology
TR10650-0	Neuronal Nuclear Antibodies	Immunology
TR10651-8	Neuronal Nuclear Type 1 Antibodies	Immunology
TR10652-6	Neuronal Nuclear Type 2 Antibodies	Immunology
TR10653-4	Neutrophil Cytoplasmic Antibodies	Immunology
TR10654-2	Nuclear Antibodies	Immunology
TR10655-9	Ovary Antibodies	Immunology
TR10656-7	Pancreatic Islet Cell Antibodies	Immunology
TR10657-5	Parietal Cell Antibodies	Immunology
TR10658-3	Parotid Antibodies	Immunology
TR10659-1	Proliferating Cell Nuclear Antibodies	Immunology
TR10660-9	Purkinje Cell Antibodies	Immunology
TR10661-7	Reticulin Antibodies	Immunology
TR10662-5	Rheumatoid Factor	Immunology
TR10663-3	Ribosomal P Antibodies	Immunology
TR10664-1	RNA Antibodies	Immunology
TR10665-8	RNP Extractable Nuclear Antibodies	Immunology
TR10666-6	Scl-70 Antibodies	Immunology
TR10667-4	Skin-Pemphigoid Antibodies	Immunology
TR10668-2	Skin-Pemphigus Antibodies	Immunology
TR10669-0	Smith Antibodies	Immunology
TR10670-8	Smooth Muscle Antibodies	Immunology
TR10671-6	SSA Extractable Nuclear Antibodies	Immunology
TR10672-4	SSB Extractable Nuclear Antibodies	Immunology
TR10673-2	Striated Muscle Antibodies	Immunology
TR10674-0	Sulfatide Antibodies	Immunology
TR10675-7	Sperm Antibodies	Immunology
TR10676-5	Thyroglobulin Antibodies	Immunology
TR10677-3	Thyroid Microsomal Antibodies	Immunology
TR10678-1	Thyroid receptor Antibodies	Immunology
TR10679-9	Tissue Transglutaminase IgA Antibodies	Immunology
TR10680-7	Tissue Transglutaminase IgG Antibodies	Immunology
TR10681-5	Tryptase	Immunology
TR10682-3	Tryptase Beta	Immunology
TR10683-1	Acanthamoeba Detection	Microbiology
TR10684-9	Actinomyces Detection	Microbiology
TR10685-6	Amoebic Detection	Microbiology
TR10686-4	Bacterial Vaginosis	Microbiology
TR10687-2	Bordetella pertussis Detection	Microbiology
TR10688-0	Chlamydia pneumoniae Detection	Microbiology
TR10689-8	Chlamydia Trachomatis Culture	Microbiology
TR10690-6	Chlamydia Trachomatis Detection	Microbiology
TR10691-4	Clostridium difficile Toxin	Microbiology
TR10692-2	Corynebacterium diphtheriae Detection	Microbiology
TR10693-0	Cryptosporidia	Microbiology
TR10694-8	Aerobic Culture	Microbiology
TR10695-5	Antibiotic Sensitivity	Microbiology
TR10696-3	Culture Anaerobic	Microbiology
TR10697-1	Egg Count Kato	Microbiology
TR10698-9	Extended Spectrum Beta Lactamase Screen	Microbiology
TR10699-7	Fungal Culture	Microbiology
TR10700-3	Fungal Microscopy	Microbiology
TR10701-1	Fungal Identification	Microbiology
TR10702-9	Fungal Susceptibility	Microbiology
TR10703-7	Streptococcus Group B Screen	Microbiology
TR10704-5	Haemophilus ducreyi	Microbiology
TR10705-2	Herpes Detection	Microbiology
TR10706-0	Herpes Detection by Electron Microscopy	Microbiology
TR10707-8	Human Papilloma Virus Detection	Microbiology
TR10708-6	Legionella Detection	Microbiology
TR10709-4	Leishmania Detection	Microbiology
TR10710-2	Methicillin Resistant Staphylococcus aureus Screen	Microbiology
TR10711-0	Mycobacteria Tuberculosis Detection	Microbiology
TR10712-8	Mycoplasma Detection	Microbiology
TR10713-6	Neisseria Gonorrhoeae Culture	Microbiology
TR10714-4	Neisseria Gonorrhoeae Detection	Microbiology
TR10715-1	Nocardia Culture	Microbiology
TR10716-9	Onchocerca Detection	Microbiology
TR10717-7	Ova and Parasites Identification	Microbiology
TR10718-5	Pinworm Preparation	Microbiology
TR10719-3	Pneumocystis Detection	Microbiology
TR10720-1	SARS Coronavirus Detection	Microbiology
TR10721-9	Schistosoma Viability	Microbiology
TR10722-7	Strongyloides Detection	Microbiology
TR10723-5	Treponema pallidium Detection	Microbiology
TR10724-3	Trichomonas Detection	Microbiology
TR10725-0	Vancomycin Resistant Enterococcus Screen	Microbiology
TR10726-8	Viral Detection	Microbiology
TR10727-6	Viral Detection by Culture	Microbiology
TR10728-4	Viral Detection by Electron Microscopy	Microbiology
TR10729-2	Viral Detection by Non Culture Method	Microbiology
TR10730-0	Worm Identification	Microbiology
TR10731-8	Yeast Detection	Microbiology
TR10732-6	Yeast Susceptibility	Microbiology
TR10733-4	Arthropod Identification	Microbiology
TR10734-2	Salmonella Serotyping	Microbiology
TR10735-9	Shigella Serotyping	Microbiology
TR10736-7	Escherichia Coli O157 Serotyping	Microbiology
TR10737-5	Identification	Microbiology
TR10738-3	Autopsy Pathology	Pathology
TR10739-1	Cancer Cytogenetics	Pathology
TR10740-9	Cytogenetics	Pathology
TR10741-7	Cytology Non-Cervico/Vaginal	Pathology
TR10742-5	Cytology Non-Gynecological Fine Needle Aspiration Biopsy	Pathology
TR10743-3	Papanicolaou Smear Conventional	Pathology
TR10744-1	Papanicolaou Smear Liquid Based	Pathology
TR10745-8	Molecular Pathology	Pathology
TR10746-6	Semen Analysis Complete	Pathology
TR10747-4	Semen Analysis Post-vasectomy	Pathology
TR10748-2	Surgical Pathology	Pathology
TR10749-0	Electron Microscopy	Pathology
TR10750-8	Amoebic Antibody Acute	Microbiology
TR10751-6	Amoebic Antibody Convalescent	Microbiology
TR10752-4	Angiostrongyliasis Antibody	Microbiology
TR10753-2	Ascaris Antibody Acute	Microbiology
TR10754-0	Ascaris Antibody Convalescent	Microbiology
TR10755-7	Aspergillus Antibody	Microbiology
TR10756-5	Actinomyces Antibody	Microbiology
TR10757-3	Babesia Antibody Acute	Microbiology
TR10758-1	Babesia Antibody Convalescent	Microbiology
TR10759-9	Bartonella Antibody Acute	Microbiology
TR10760-7	Bartonella Antibody Convalescent	Microbiology
TR10761-5	Blastomyces Antibody Acute	Microbiology
TR10762-3	Blastomyces Antibody Convalescent	Microbiology
TR10763-1	Bordetella Pertussis Antibody Acute	Microbiology
TR10764-9	Bordetella Pertussis Antibody Convalescent	Microbiology
TR10765-6	Borrelia recurrentis Acute	Microbiology
TR10766-4	Borrelia recurrentis Convalescent	Microbiology
TR10767-2	Borrelia Burgdorferi Antibody Acute	Microbiology
TR10768-0	Borrelia Burgdorferi Antibody Convalescent	Microbiology
TR10769-8	Brucella Antibody Acute	Microbiology
TR10770-6	Brucella Antibody Convalescent	Microbiology
TR10771-4	Campylobacter Antibody Acute	Microbiology
TR10772-2	Campylobacter Antibody Convalescent	Microbiology
TR10773-0	Chlamydophila Psittaci Antibody IgG	Microbiology
TR10774-8	Chlamydophila Psittaci Antibody IgM	Microbiology
TR10775-5	Chlamydophila Psittaci Antibody Acute	Microbiology
TR10776-3	Chlamydophila Psittaci Antibody Convalescent	Microbiology
TR10777-1	Clostridium botulinum Toxin	Microbiology
TR10778-9	Clostridium Tetani Antibody Acute	Microbiology
TR10779-7	Clostridium Tetani Antibody Convalescent	Microbiology
TR10780-5	Coccidiodomycosis Antibody Acute	Microbiology
TR10781-3	Coccidioidomycosis Antibody Convalescent	Microbiology
TR10782-1	Colorado Tick Fever Antibody Acute	Microbiology
TR10783-9	Colorado Tick Fever Antibody Convalescent	Microbiology
TR10784-7	Coxiella Burnetii Antibody Acute	Microbiology
TR10785-4	Coxiella Burnetii Antibody Convalescent	Microbiology
TR10786-2	Coxiella Burnetii Antibody IgG	Microbiology
TR10787-0	Coxiella Burnetii Antibody IgM	Microbiology
TR10788-8	Coxsackievirus Antibody Acute	Microbiology
TR10789-6	Coxsackievirus Antibody Convalescent	Microbiology
TR10790-4	Creutzfeld-Jakob Disease	Microbiology
TR10791-2	Cryptococcus Antigen Acute	Microbiology
TR10792-0	Cryptococcus Antigen Convalescent	Microbiology
TR10793-8	Cysticercosis Antibody	Microbiology
TR10794-6	Cytomegalovirus Antibody IgG	Microbiology
TR10795-3	Cytomegalovirus Antibody IgM	Microbiology
TR10796-1	Cytomegalovirus Antigen	Microbiology
TR10797-9	Dengue Virus Antibody Acute	Microbiology
TR10798-7	Dengue Virus Antibody Convalescent	Microbiology
TR10799-5	Corynebacterium diphtheriae Toxin Antibody	Microbiology
TR10800-1	Eastern Equine Encephalitis Virus Antibody Acute	Microbiology
TR10801-9	Eastern Equine Encephalitis Virus Antibody Convalescent	Microbiology
TR10802-7	Echinococcus Antibody Acute	Microbiology
TR10803-5	Echinococcus Antibody Convalescent	Microbiology
TR10804-3	Ehrlichia Antibody Acute	Microbiology
TR10805-0	Ehrlichia Antibody Convalescent	Microbiology
TR10806-8	Epstein Barr Virus Antibody IgM	Microbiology
TR10807-6	Epstein Barr Virus Serology	Microbiology
TR10808-4	Filaria Antibody	Microbiology
TR10809-2	Francisella Tularensis Antibody Acute	Microbiology
TR10810-0	Francisella Tularensis Antibody Convalescent	Microbiology
TR10811-8	Gnathostomiasis	Microbiology
TR10812-6	Haemorrhagic Fever Serology	Microbiology
TR10813-4	Hantavirus Antibody	Microbiology
TR10814-2	Helicobacter pylori Antibody	Microbiology
TR10815-9	Hepatitis A Antibody IgG	Microbiology
TR10816-7	Hepatitis A Antibody IgM	Microbiology
TR10817-5	Hepatitis B Genotype	Microbiology
TR10818-3	Hepatitis B Virus Surface Antigen Prenatal Screen	Microbiology
TR10819-1	Hepatitis B Virus Total Core Antibody	Microbiology
TR10820-9	Hepatitis B Virus Core Antibody IgM	Microbiology
TR10821-7	Hepatitis B Virus DNA	Microbiology
TR10822-5	Hepatitis B Virus e Antibody	Microbiology
TR10823-3	Hepatitis B Virus e Antigen	Microbiology
TR10824-1	Hepatitis B Virus Surface Antibody	Microbiology
TR10825-8	Hepatitis B Virus Surface Antigen	Microbiology
TR10826-6	Hepatitis C Genotyping	Microbiology
TR10827-4	Hepatitis C Virus Antibody	Microbiology
TR10828-2	Hepatitis C Virus RNA Qualitative	Microbiology
TR10829-0	Hepatitis C Virus RNA Quantitative	Microbiology
TR10830-8	Hepatitis D Virus Antibody	Microbiology
TR10831-6	Hepatitis E Virus Antibody	Microbiology
TR10832-4	Herpes Simplex Virus Antibody IgG	Microbiology
TR10833-2	Herpes Simplex Virus Antibody IgM	Microbiology
TR10834-0	Herpes Virus 6 Antibody	Microbiology
TR10835-7	Herpes Virus 7 Antibody	Microbiology
TR10836-5	Heterophile Antibody	Microbiology
TR10837-3	Histoplasma Antibody Acute	Microbiology
TR10838-1	Histoplasma Antibody Convalescent	Microbiology
TR10839-9	HIV 1 & 2 Antibody Confirmation	Microbiology
TR10840-7	HIV 1 & 2 Antibody Screen	Microbiology
TR10841-5	HIV 1 & 2 Antibody Screen Occupational Exposure	Microbiology
TR10842-3	HIV 1 & 2 Antibody Screen Prenatal Screen	Microbiology
TR10843-1	HIV 1 RNA Qualitative	Microbiology
TR10844-9	HIV 1 RNA Quantitative	Microbiology
TR10845-6	HIV Genotyping	Microbiology
TR10846-4	HIV P24 Antigen	Microbiology
TR10847-2	HTLV 1 & 2 Antibody	Microbiology
TR10848-0	Influenza Virus A & B Antibody Acute	Microbiology
TR10849-8	Influenza Virus A & B Antibody Convalescent	Microbiology
TR10850-6	Japanese B Encephalitis Antibody Acute	Microbiology
TR10851-4	Japanese B Encephalitis Antibody Convalescent	Microbiology
TR10852-2	La Crosse Virus Antibody	Microbiology
TR10853-0	Legionella Antibody	Microbiology
TR10854-8	Legionella Antigen	Microbiology
TR10855-5	Leishmania Antibody Acute	Microbiology
TR10856-3	Leishmania Antibody Convalescent	Microbiology
TR10857-1	Leptospira Antibody	Microbiology
TR10858-9	Lymphocytic Choriomeningitis Virus Antibody	Microbiology
TR10859-7	Plasmodium Falciparum Antibody	Microbiology
TR10860-5	Measles Virus Antibody IgG	Microbiology
TR10861-3	Measles Virus Antibody IgM	Microbiology
TR10862-1	Mumps Virus Antibody IgG	Microbiology
TR10863-9	Mumps Virus Antibody IgM	Microbiology
TR10864-7	Mycoplasma Pneumonia Antibody IgG IgM	Microbiology
TR10865-4	Chikungunya Virus Serology	Microbiology
TR10866-2	Paracoccidioides Antibody	Microbiology
TR10867-0	Paragonimus Antibody	Microbiology
TR10868-8	Parvovirus B19 Antibody IgG	Microbiology
TR10869-6	Parvovirus B19 Antibody IgM	Microbiology
TR10870-4	Pneumonia Viral	Microbiology
TR10871-2	Poliovirus Antibody	Microbiology
TR10872-0	Powassan Virus Antibody Acute	Microbiology
TR10873-8	Powassan Virus Antibody Convalescent	Microbiology
TR10874-6	Prenatal Screen	Microbiology
TR10875-3	Rabies Virus Antibody	Microbiology
TR10876-1	Red Rashes Screen	Microbiology
TR10877-9	Rickettsia Antibody Acute	Microbiology
TR10878-7	Rickettsia Antibody Convalescent	Microbiology
TR10879-5	Rubella Virus Antibody IgG	Microbiology
TR10880-3	Rubella Virus Antibody IgG Prenatal Screen	Microbiology
TR10881-1	Rubella Virus Antibody IgM	Microbiology
TR10882-9	SARS Coronavirus IgG	Microbiology
TR10883-7	SARS Coronavirus IgM	Microbiology
TR10884-5	Schistosoma Antibody	Microbiology
TR10885-2	Simian Herpes B Serology	Microbiology
TR10886-0	St Louis Encephalitis Virus Antibody Acute	Microbiology
TR10887-8	St Louis Encephalitis Virus Antibody Convalescent	Microbiology
TR10888-6	Streptolysin O Antibody Screen	Microbiology
TR10889-4	Strongyloides Antibody	Microbiology
TR10890-2	Subacute Sclerosing Panencephalitis Acute	Microbiology
TR10891-0	Subacute Sclerosing Panencephalitis Convalescent	Microbiology
TR10892-8	Treponema Pallidum FTA Antibody	Microbiology
TR10893-6	Treponema Pallidum MHA Antibody	Microbiology
TR10894-4	Reagin Antibody Screen	Microbiology
TR10895-1	Reagin Antibody Prenatal Screen	Microbiology
TR10896-9	Taenia Antibody	Microbiology
TR10897-7	Toxocara Antibody Acute	Microbiology
TR10898-5	Toxocara Antibody Convalescent	Microbiology
TR10899-3	Toxoplasma Antibody Acute	Microbiology
TR10900-9	Toxoplasma Antibody Convalescent	Microbiology
TR10901-7	Trichinella Antibody	Microbiology
TR10902-5	Trypanosoma Antibody	Microbiology
TR10903-3	Vaccinia Virus Antibody	Microbiology
TR10904-1	Varicella Zoster Virus IgG Antibody	Microbiology
TR10905-8	Varicella Zoster Virus IgM Antibody	Microbiology
TR10906-6	West Nile Virus IgG Antibody	Microbiology
TR10907-4	West Nile Virus IgM Antibody	Microbiology
TR10908-2	Western Equine Encephalitis Virus Antibody Acute	Microbiology
TR10909-0	Western Equine Encephalitis Virus Antibody Convalescent	Microbiology
TR10910-8	Yersinia pestis Antibody	Microbiology
TR10911-6	Yersinia species Antibody	Microbiology
TR10912-4	Dengue Virus Antibody Immune Status	Microbiology
TR10913-2	TORCH	Microbiology
TR10914-0	Penicilloyl G	Allergens
TR10915-7	Penicilloyl V	Allergens
TR10916-5	Ampicilloyl	Allergens
TR10917-3	Amoxicilloyl	Allergens
TR10918-1	Cefaclor	Allergens
TR10919-9	"Insulin, porcine"	Allergens
TR10920-7	"Insulin, bovine"	Allergens
TR10921-5	"Insulin, human"	Allergens
TR10922-3	Gelatin	Allergens
TR10923-1	Dermatophagoides pteronyssinus House dust mite	Allergens
TR10924-9	Dermatophagoides farinae House dust mite	Allergens
TR10925-6	Blomia tropicalis	Allergens
TR10926-4	Dermatophagoides microceras House dust mite	Allergens
TR10927-2	Acarus siro	Allergens
TR10928-0	Lepidoglyphus destructor Storage mite	Allergens
TR10929-8	Tyrophagus putrescentiae	Allergens
TR10930-6	Glycyphagus domesticus Storage mite	Allergens
TR10931-4	Euroglyphus maynei House dust mite	Allergens
TR10932-2	Cat epithelium and dander	Allergens
TR10933-0	Dog epithelium	Allergens
TR10934-8	Canary bird feathers	Allergens
TR10935-5	Parrot feathers	Allergens
TR10936-3	Horse dander	Allergens
TR10937-1	Cow dander	Allergens
TR10938-9	Dog dander	Allergens
TR10939-7	Guinea pig epithelium	Allergens
TR10940-5	Pigeon droppings	Allergens
TR10941-3	Goose feathers	Allergens
TR10942-1	Mouse epithelium	Allergens
TR10943-9	Mouse urine proteins	Allergens
TR10944-7	Rat epithelium	Allergens
TR10945-4	Rat urine proteins	Allergens
TR10946-2	Rat serum proteins	Allergens
TR10947-0	Mouse serum proteins	Allergens
TR10948-8	Budgerigar droppings	Allergens
TR10949-6	Budgerigar feathers	Allergens
TR10950-4	Budgerigar serum proteins	Allergens
TR10951-2	Goat epithelium	Allergens
TR10952-0	Sheep epithelium	Allergens
TR10953-8	Rabbit epithelium	Allergens
TR10954-6	Swine epithelium	Allergens
TR10955-3	Hamster epithelium	Allergens
TR10956-1	Chicken feathers	Allergens
TR10957-9	Duck feathers	Allergens
TR10958-7	Rat	Allergens
TR10959-5	Mouse	Allergens
TR10960-3	Turkey feathers	Allergens
TR10961-1	Egg white	Allergens
TR10962-9	Sesamum indicum	Allergens
TR10963-7	Fagopyrum esculentum	Allergens
TR10964-5	Pisum sativum	Allergens
TR10965-2	Arachis hypogaea	Allergens
TR10966-0	Glycine max	Allergens
TR10967-8	Phaseolus vulgaris	Allergens
TR10968-6	Corylus avellana	Allergens
TR10969-4	Bertholletia excelsa	Allergens
TR10970-2	Milk	Allergens
TR10971-0	Amygdalus communis	Allergens
TR10972-8	Carya illinoensis	Allergens
TR10973-6	Anacardium occidentale	Allergens
TR10974-4	Pistacia vera	Allergens
TR10975-1	"Oncorhynchus mykiss, Salmo gairdnieri"	Allergens
TR10976-9	Clupea harengus	Allergens
TR10977-7	Clam Ruditapes spp.	Allergens
TR10978-5	Citrus limon	Allergens
TR10979-3	Citrus paradisis	Allergens
TR10980-1	Ananas comosus	Allergens
TR10981-9	Oryctolagus spp.	Allergens
TR10982-7	Spinacia oleracea	Allergens
TR10983-5	Lactuca sativa	Allergens
TR10984-3	Brassica oleracea var. capitata	Allergens
TR10985-0	Capsicum annuum	Allergens
TR10986-8	Cucurbita pepo	Allergens
TR10987-6	Cancer pagurus	Allergens
TR10988-4	"Milk, boiled"	Allergens
TR10989-2	Ovalbumin	Allergens
TR10990-0	Ovomucoid	Allergens
TR10991-8	Lens esculenta	Allergens
TR10992-6	Prunus armeniaca	Allergens
TR10993-4	Pandalus borealis	Allergens
TR10994-2	Prunus avium	Allergens
TR10995-9	Cucumis sativus	Allergens
TR10996-7	Egg	Allergens
TR10997-5	Lycopersicon lycopersicum	Allergens
TR10998-3	Pleuronectes platessa	Allergens
TR10999-1	Prunus domestica	Allergens
TR11000-7	Juglans spp.	Allergens
TR11001-5	Vitis vinifera	Allergens
TR11002-3	Sus spp.	Allergens
TR11003-1	Brassica oleracea var. italica	Allergens
TR11004-9	Bos spp.	Allergens
TR11005-6	Piper nigrum	Allergens
TR11006-4	Meleagris gallopavo	Allergens
TR11007-2	Ostrea edulis	Allergens
TR11008-0	Castanea sativa	Allergens
TR11009-8	Gadus morhua	Allergens
TR11010-6	Daucus carota	Allergens
TR11011-4	Citrus sinensis	Allergens
TR11012-2	Pecten spp.	Allergens
TR11013-0	Solanum tuberosum	Allergens
TR11014-8	Cocos nucifera	Allergens
TR11015-5	Mytilus edulis	Allergens
TR11016-3	Triticum aestivum	Allergens
TR11017-1	Thunnus albacares	Allergens
TR11018-9	Salmo salar	Allergens
TR11019-7	Fragaria vesca	Allergens
TR11020-5	Saccharomyces cerevisiae	Allergens
TR11021-3	Allium sativum	Allergens
TR11022-1	Allium cepa	Allergens
TR11023-9	Malus sylvestris	Allergens
TR11024-7	Secale cereale	Allergens
TR11025-4	Scomber japonicus	Allergens
TR11026-2	Phyllostachys pubescens	Allergens
TR11027-0	Ipomea batatas	Allergens
TR11028-8	Panicum milliaceum	Allergens
TR11029-6	Setaria italica	Allergens
TR11030-4	Echinochloa crus-galli	Allergens
TR11031-2	Todarodes pacificus	Allergens
TR11032-0	Octopus vulgaris	Allergens
TR11033-8	Hordeum vulgare	Allergens
TR11034-6	Trachurus japonicus	Allergens
TR11035-3	Sardinops melanosticta	Allergens
TR11036-1	Avena sativa	Allergens
TR11037-9	Egg yolk	Allergens
TR11038-7	A-lactalbumin	Allergens
TR11039-5	B-lactoglobulin	Allergens
TR11040-3	Casein	Allergens
TR11041-1	Gluten	Allergens
TR11042-9	Zea mays	Allergens
TR11043-7	Homarus gammarus	Allergens
TR11044-5	"Cheese, cheddar type"	Allergens
TR11045-2	"Cheese, mold type"	Allergens
TR11046-0	Gallus spp.	Allergens
TR11047-8	Actinidia chinensis	Allergens
TR11048-6	Apium graveolens	Allergens
TR11049-4	Petrosilenum crispum	Allergens
TR11050-2	Cucumis melo spp.	Allergens
TR11051-0	Ovis spp.	Allergens
TR11052-8	Brassica/Sinapis spp.	Allergens
TR11053-6	Oryza sativa	Allergens
TR11054-4	Malt	Allergens
TR11055-1	Mangifera indica	Allergens
TR11056-9	Banana Musa spp.	Allergens
TR11057-7	Theobroma cacao	Allergens
TR11058-5	Pyrus communis	Allergens
TR11059-3	Prunus persica	Allergens
TR11060-1	Persea americana	Allergens
TR11061-9	Anthoxanthum odoratum	Allergens
TR11062-7	Sorghum halepense	Allergens
TR11063-5	Bromus inermis	Allergens
TR11064-3	Secale cereale	Allergens
TR11065-0	Holcus lanatus	Allergens
TR11066-8	Avena sativa	Allergens
TR11067-6	Triticum aestivum	Allergens
TR11068-4	Alopecurus pratensis	Allergens
TR11069-2	Paspalum notatum	Allergens
TR11070-0	Cynodon dactylon	Allergens
TR11071-8	Hordeum vulgare	Allergens
TR11072-6	Zea mays	Allergens
TR11073-4	Dactylis glomerata	Allergens
TR11074-2	Festuca elatior	Allergens
TR11075-9	Lolium perenne	Allergens
TR11076-7	Phleum pratense	Allergens
TR11077-5	Phragmites communis	Allergens
TR11078-3	Elymus triticoides	Allergens
TR11079-1	Phalaris arundinacea	Allergens
TR11080-9	Poa pratensis	Allergens
TR11081-7	Agrostis stolonifera	Allergens
TR11082-5	"House dust, Greer"	Allergens
TR11083-3	"House dust, Hollister-Stier"	Allergens
TR11084-1	Apis mellifera	Allergens
TR11085-8	Dolichovespula maculata	Allergens
TR11086-6	Gasterophilus intestinalis	Allergens
TR11087-4	Vespula spp.	Allergens
TR11088-2	Polistes spp.	Allergens
TR11089-0	Dolichovespula arenaria	Allergens
TR11090-8	Blatella germanica	Allergens
TR11091-6	Solenopsis invicta	Allergens
TR11092-4	Aedes communis	Allergens
TR11093-2	Cladotanytarsus lewisi	Allergens
TR11094-0	Chironomus thummi	Allergens
TR11095-7	Vespa crabro	Allergens
TR11096-5	Trogoderma angustum	Allergens
TR11097-3	Bombyx mori	Allergens
TR11098-1	Green coffee beans	Allergens
TR11099-9	Castor bean	Allergens
TR11100-5	Ispaghula	Allergens
TR11101-3	Silk waste	Allergens
TR11102-1	Bombyx mori	Allergens
TR11103-9	Isocyanate TDI	Allergens
TR11104-7	Isocyanate MDI	Allergens
TR11105-4	Isocyanate HDI	Allergens
TR11106-2	Ethylene oxide	Allergens
TR11107-0	Phthalic anhydride	Allergens
TR11108-8	Formaldehyde/Formalin	Allergens
TR11109-6	Ficus spp.	Allergens
TR11110-4	Hevea brasiliensis	Allergens
TR11111-2	Cotton seed	Allergens
TR11112-0	Sunflower seed	Allergens
TR11113-8	Chloramin T	Allergens
TR11114-6	Trimellitic anhydride	Allergens
TR11115-3	Alpha-amylase	Allergens
TR11116-1	Penicillium notatum	Allergens
TR11117-9	Stemphylium botryosum	Allergens
TR11118-7	Rhizopus nigricans	Allergens
TR11119-5	Aureobasidium pullulans	Allergens
TR11120-3	Phoma betae	Allergens
TR11121-1	Epicoccum purpurascens	Allergens
TR11122-9	Trichoderma viride	Allergens
TR11123-7	Curvularia lunata	Allergens
TR11124-5	Cladosporium herbarum	Allergens
TR11125-2	Cephalosporium acremonium	Allergens
TR11126-0	Trichophyton rubrum	Allergens
TR11127-8	Aspergillus niger	Allergens
TR11128-6	Aspergillus fumigatus	Allergens
TR11129-4	Mucor racemosus	Allergens
TR11130-2	Candida albicans	Allergens
TR11131-0	Alternaria alternata	Allergens
TR11132-8	Botrytis cinerea	Allergens
TR11133-6	Pityrosporum orbiculare	Allergens
TR11134-4	Helminthosporium halodes	Allergens
TR11135-1	Staphylococcal enterotoxin A	Allergens
TR11136-9	Staphylococcal enterotoxin B	Allergens
TR11137-7	Fusarium moniliforme	Allergens
TR11138-5	"Cotton, crude fibers"	Allergens
TR11139-3	Seminal fluid Antibody	Allergens
TR11140-1	Ascaris	Allergens
TR11141-9	Echinococcus	Allergens
TR11142-7	Anisakis	Allergens
TR11143-5	Succinylcholine	Allergens
TR11144-3	Adrenocorticotrophic hormone	Allergens
TR11145-0	Protamine	Allergens
TR11146-8	Tetanus toxoid	Allergens
TR11147-6	Chymopapain	Allergens
TR11148-4	Reindeer epithelium	Allergens
TR11149-2	Mink epithelium	Allergens
TR11150-0	Bovine serum albumin	Allergens
TR11151-8	Horse serum proteins	Allergens
TR11152-6	Rabbit serum proteins	Allergens
TR11153-4	Chinchilla epithelium	Allergens
TR11154-2	Gerbil epithelium	Allergens
TR11155-9	Fox epithelium	Allergens
TR11156-7	Rabbit urine proteins	Allergens
TR11157-5	Swine urine proteins	Allergens
TR11158-3	Finch feathers	Allergens
TR11159-1	Pigeon feathers	Allergens
TR11160-9	Deer epithelium	Allergens
TR11161-7	Ferret epithelium	Allergens
TR11162-5	Chicken droppings	Allergens
TR11163-3	Chicken serum proteins	Allergens
TR11164-1	Cat serum albumin	Allergens
TR11165-8	Dog serum albumin	Allergens
TR11166-6	Swine serum albumin	Allergens
TR11167-4	Mackerel	Allergens
TR11168-2	Rubus fruticosus	Allergens
TR11169-0	Agaricus hortensis	Allergens
TR11170-8	Brassica oleracea var. gemmifera	Allergens
TR11171-6	Foeniculum vulgare	Allergens
TR11172-4	Cinnamomum spp.	Allergens
TR11173-2	Coffea spp.	Allergens
TR11174-0	Camellia sinensis	Allergens
TR11175-7	Papaver somniferum	Allergens
TR11176-5	Cucurbita pepo	Allergens
TR11177-3	Beta vulgaris	Allergens
TR11178-1	Vanilla planifolia	Allergens
TR11179-9	Whey	Allergens
TR11180-7	Cyamopsis tetragonolobus	Allergens
TR11181-5	Honey	Allergens
TR11182-3	Pinus edulis	Allergens
TR11183-1	Loligo spp.	Allergens
TR11184-9	Asparagus officinalis	Allergens
TR11185-6	Solanum melongena	Allergens
TR11186-4	Piper nigrum	Allergens
TR11187-2	Anguilla anguilla	Allergens
TR11188-0	Carum carvi	Allergens
TR11189-8	Myristica fragrans	Allergens
TR11190-6	Elettaria cardamomum	Allergens
TR11191-4	Syzygium aromaticum	Allergens
TR11192-2	Ocimum basilicum	Allergens
TR11193-0	Zingiber officinale	Allergens
TR11194-8	Pimpinella anisum	Allergens
